survey_year,survey_wave,scenario,geography_level,group_a_code,group_a,group_b_code,group_b,contrast,indoor_exposure_share_difference_a_minus_b,indoor_rate_difference_a_minus_b,outdoor_rate_difference_a_minus_b,borough_id,borough_name,borough_code
2025,2025/26,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17211813442237833,0.1200883341140582,0.1192637342295427,142.0,Lambeth,E09000022
2025,2025/26,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.12981505510826463,0.06891058581304702,0.0241607447527797,142.0,Lambeth,E09000022
2025,2025/26,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3010941619830626,0.1899454022850785,0.14364864048393047,147.0,Lewisham,E09000023
2025,2025/26,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17248361755593922,0.12088260784161875,0.1195869526558648,147.0,Lewisham,E09000023
2025,2025/26,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.12861054442712339,0.06906279444345975,0.024061687828065687,147.0,Lewisham,E09000023
2025,2025/26,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.30552463519110296,0.16584454665441353,0.13575351390960558,160.0,Merton,E09000024
2025,2025/26,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19021799917363724,0.09734731095661675,0.1116892756964157,160.0,Merton,E09000024
2025,2025/26,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.11530663601746571,0.06849723569779677,0.024064238213189884,160.0,Merton,E09000024
2025,2025/26,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.29417903493626096,0.19106875155247144,0.1438003910374748,171.0,Newham,E09000025
2025,2025/26,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.16748358652540418,0.12224195680757191,0.11934044817716999,171.0,Newham,E09000025
2025,2025/26,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.12669544841085678,0.06882679474489951,0.02445994286030482,171.0,Newham,E09000025
2025,2025/26,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.28368663036986097,0.1637049467786111,0.13560178288438127,196.0,Redbridge,E09000026
2025,2025/26,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1937495246070018,0.09540136029262022,0.11168840213410287,196.0,Redbridge,E09000026
2025,2025/26,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.08993710576285918,0.06830358648599089,0.0239133807502784,196.0,Redbridge,E09000026
2025,2025/26,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.27107550674379666,0.16360745037519303,0.13521715482685515,201.0,Richmond upon Thames,E09000027
2025,2025/26,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1899860362501543,0.09579587846317036,0.11108252557740711,201.0,Richmond upon Thames,E09000027
2025,2025/26,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.08108947049364235,0.06781157191202268,0.024134629249448043,201.0,Richmond upon Thames,E09000027
2025,2025/26,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2842399875905238,0.19037406428113005,0.14548575604560401,241.0,Southwark,E09000028
2025,2025/26,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1752345303432138,0.12169595678876469,0.12157027948380233,241.0,Southwark,E09000028
2025,2025/26,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.10900545724731003,0.06867810749236535,0.023915476561801662,241.0,Southwark,E09000028
2025,2025/26,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.283404022245772,0.15992482001511343,0.13476621805887345,255.0,Sutton,E09000029
2025,2025/26,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19674532492969332,0.09180597934674804,0.11076435989519665,255.0,Sutton,E09000029
2025,2025/26,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.08665869731607867,0.06811884066836538,0.024001858163676802,255.0,Sutton,E09000029
2025,2025/26,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.299897155753474,0.19102734369981783,0.143760919928324,272.0,Tower Hamlets,E09000030
2025,2025/26,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17341101016849547,0.12219366835019717,0.12004513150343815,272.0,Tower Hamlets,E09000030
2025,2025/26,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.1264861455849785,0.06883367534962066,0.023715788424885843,272.0,Tower Hamlets,E09000030
2025,2025/26,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.32332354141620867,0.1600934656293348,0.13482666140781366,279.0,Waltham Forest,E09000031
2025,2025/26,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19574033374475952,0.09184415111032164,0.11065157021248317,279.0,Waltham Forest,E09000031
2025,2025/26,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.12758320767144915,0.06824931451901316,0.02417509119533048,279.0,Waltham Forest,E09000031
2025,2025/26,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.29695628038953825,0.19048506990743932,0.14383958876850106,280.0,Wandsworth,E09000032
2025,2025/26,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.16959199921768564,0.1219585563414527,0.11961415166294057,280.0,Wandsworth,E09000032
2025,2025/26,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.1273642811718526,0.06852651356598662,0.024225437105560514,280.0,Wandsworth,E09000032
2025,2025/26,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2744602169257844,0.1874517223377966,0.1421996335643105,293.0,Westminster,E09000033
2025,2025/26,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17345674552402635,0.1187467905410057,0.11828907760374796,293.0,Westminster,E09000033
2025,2025/26,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.10100347140175803,0.06870493179679091,0.023910555960562536,293.0,Westminster,E09000033
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.29629557683727226,0.15803122098737124,0.12185845959251528,8.0,Barking and Dagenham,E09000002
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1905146720432057,0.08816313752823246,0.09919838165215063,8.0,Barking and Dagenham,E09000002
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.10578090479406654,0.0698680834591388,0.02266007794036465,8.0,Barking and Dagenham,E09000002
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.28557455261900966,0.1581090368616501,0.12177024188963828,9.0,Barnet,E09000003
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1906515538613175,0.08840087281135786,0.09921892863528725,9.0,Barnet,E09000003
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.09492299875769217,0.06970816405029223,0.022551313254351037,9.0,Barnet,E09000003
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.23588689575768274,0.15773659683159538,0.12144472231188765,17.0,Bexley,E09000004
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1897943568616428,0.0883847652649296,0.09895232562709662,17.0,Bexley,E09000004
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.046092538896039925,0.06935183156666579,0.022492396684791027,17.0,Bexley,E09000004
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.20844170549319885,0.15765603455617905,0.12170347360555354,30.0,Brent,E09000005
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1905146720432057,0.08816313752823246,0.09919838165215063,30.0,Brent,E09000005
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.017927033449993135,0.06949289702794659,0.02250509195340292,30.0,Brent,E09000005
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.27126958006438884,0.1579346539759784,0.12210525096569214,35.0,Bromley,E09000006
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19116320963427313,0.0880864791872506,0.09946129049126613,35.0,Bromley,E09000006
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.0801063704301157,0.06984817478872779,0.022643960474426,35.0,Bromley,E09000006
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2850137477664969,0.17997715619410545,0.13125049263166838,44.0,Camden,E09000007
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17863088655669523,0.10912034257338504,0.10848667835201192,44.0,Camden,E09000007
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.10638286120980167,0.07085681362072042,0.022763814279656448,44.0,Camden,E09000007
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.11821598363290231,0.157625377779345,0.12145859128291005,68.0,Croydon,E09000008
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19039809509852545,0.08799787789450714,0.0990134116614696,68.0,Croydon,E09000008
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.07218211146562314,0.06962749988483787,0.022445179621440457,68.0,Croydon,E09000008
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.28497095445335585,0.15777736930813338,0.12208434390014129,78.0,Ealing,E09000009
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19116320963427313,0.0880864791872506,0.09946129049126613,78.0,Ealing,E09000009
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.09380774481908272,0.0696908901208828,0.022623053408875164,78.0,Ealing,E09000009
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2464160168542019,0.15770916784816605,0.1214938707198264,91.0,Enfield,E09000010
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1898863622510354,0.08838154278685116,0.0989954073073836,91.0,Enfield,E09000010
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.0565296546031665,0.0693276250613149,0.0224984634124428,91.0,Enfield,E09000010
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.20299258793372676,0.15780620734023165,0.12160044082343419,107.0,Greenwich,E09000011
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19009105568936102,0.08830818659895753,0.09909986957112861,107.0,Greenwich,E09000011
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.012901532244365743,0.06949802074127413,0.022500571252305573,107.0,Greenwich,E09000011
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.24566678167396694,0.17937384903273185,0.13116284926133479,109.0,Hackney,E09000012
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17877486270882703,0.10907583066756593,0.10853177431901495,109.0,Hackney,E09000012
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.06689191896513991,0.07029801836516592,0.022631074942319824,109.0,Hackney,E09000012
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.28481491623542066,0.18007733666859266,0.1313747976288347,112.0,Hammersmith and Fulham,E09000013
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17785235208155026,0.10930954286360713,0.10853129776347784,112.0,Hammersmith and Fulham,E09000013
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.1069625641538704,0.07076779380498552,0.02284349986535684,112.0,Hammersmith and Fulham,E09000013
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.27811977604611493,0.17937946059255236,0.13125863812676278,114.0,Haringey,E09000014
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.178836528804177,0.10912013303489962,0.10859729093525386,114.0,Haringey,E09000014
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.09928324724193793,0.07025932755765273,0.0226613471915089,114.0,Haringey,E09000014
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2182334169342418,0.15755207974830002,0.12175096617064245,117.0,Harrow,E09000015
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19073622069003437,0.08807197558871363,0.09923808499927396,117.0,Harrow,E09000015
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.027497196244207434,0.0694801041595864,0.02251288117136849,117.0,Harrow,E09000015
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.27847323040821714,0.15761516428482525,0.12153029574978337,122.0,Havering,E09000016
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.18994694178386695,0.08822853845204146,0.09896727157393727,122.0,Havering,E09000016
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.08852628862435019,0.0693866258327838,0.022563024175846106,122.0,Havering,E09000016
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2838339011063634,0.15458958598228972,0.11686469875271807,126.0,Hillingdon,E09000017
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.18574848672048805,0.08477389149827623,0.09423747849173011,126.0,Hillingdon,E09000017
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.09808541438587537,0.0698156944840135,0.022627220260987953,126.0,Hillingdon,E09000017
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.28669907183549204,0.15772849953558735,0.1216824424476307,129.0,Hounslow,E09000018
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19054080505232895,0.08794192770520934,0.09904104317468994,129.0,Hounslow,E09000018
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.09615826678316308,0.06978657183037802,0.02264139927294076,129.0,Hounslow,E09000018
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2569498737430427,0.1789025677595526,0.1307421436274343,135.0,Islington,E09000019
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17773626694437306,0.10875703036638203,0.10803838477628072,135.0,Islington,E09000019
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.07921360679866962,0.07014553739317057,0.022703758851153593,135.0,Islington,E09000019
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.15753225215534727,0.1795817229061509,0.13119269319564003,136.0,Kensington and Chelsea,E09000020
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17802007605404435,0.10918459155544678,0.10853058787989053,136.0,Kensington and Chelsea,E09000020
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.020487823898697077,0.07039713135070413,0.02266210531574948,136.0,Kensington and Chelsea,E09000020
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.29236518241393183,0.1581626665470779,0.1217560693628835,139.0,Kingston upon Thames,E09000021
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19009105568936102,0.08830818659895753,0.09909986957112861,139.0,Kingston upon Thames,E09000021
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.10227412672457081,0.06985447994812034,0.022656199791754886,139.0,Kingston upon Thames,E09000021
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.25738835456858933,0.17935143259537142,0.13130515929204048,142.0,Lambeth,E09000022
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17890867740487204,0.10919064517495919,0.10868759731643007,142.0,Lambeth,E09000022
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.07847967716371729,0.07016078742041224,0.022617561975610403,142.0,Lambeth,E09000022
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.22539730527428314,0.17936418196746734,0.13102636925353398,147.0,Lewisham,E09000023
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1786176012443439,0.10902396246928614,0.10840931661858133,147.0,Lewisham,E09000023
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.04677970402993925,0.0703402194981812,0.022617052634952645,147.0,Lewisham,E09000023
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.27664238256110274,0.15805591518797976,0.12231588673730485,160.0,Merton,E09000024
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1918505421999619,0.08834145336130822,0.09976877884099217,160.0,Merton,E09000024
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.08479184036114085,0.06971446182667154,0.022547107896312698,160.0,Merton,E09000024
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.1629711744843758,0.17948332401287118,0.1309837176463553,171.0,Newham,E09000025
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1777446825529957,0.10909837360010553,0.10831945493731704,171.0,Newham,E09000025
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.014773508068619878,0.07038495041276563,0.02266426270903826,171.0,Newham,E09000025
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.11862511524426023,0.1575575136676916,0.12187859204313982,196.0,Redbridge,E09000026
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1918166259242845,0.08806293808255272,0.09953677639047376,196.0,Redbridge,E09000026
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.07319151068002427,0.06949457558513887,0.02234181565266606,196.0,Redbridge,E09000026
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2859027889632252,0.15873764149019917,0.12241373245706583,201.0,Richmond upon Thames,E09000027
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19047753384136168,0.0889281174929239,0.09976874230657755,201.0,Richmond upon Thames,E09000027
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.0954252551218635,0.06980952399727527,0.022644990150488285,201.0,Richmond upon Thames,E09000027
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3045685009370718,0.17948126596169045,0.13100637818841518,241.0,Southwark,E09000028
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.178684644997408,0.1088096330045934,0.10826354310403558,241.0,Southwark,E09000028
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.12588385593966378,0.07067163295709705,0.022742835084379593,241.0,Southwark,E09000028
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2854518780958659,0.15812911783652717,0.12172485927807604,255.0,Sutton,E09000029
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19052887933817375,0.08842095378623493,0.099173546023725,255.0,Sutton,E09000029
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.09492299875769217,0.06970816405029223,0.022551313254351037,255.0,Sutton,E09000029
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.25750640223037946,0.17944821105471542,0.13143943687311985,272.0,Tower Hamlets,E09000030
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17902672506666217,0.10928742363430319,0.10882187489750944,272.0,Tower Hamlets,E09000030
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.07847967716371729,0.07016078742041224,0.022617561975610403,272.0,Tower Hamlets,E09000030
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.23532752126603107,0.15822946496043916,0.12163667199537732,279.0,Waltham Forest,E09000031
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.18983628246525652,0.0884800183800762,0.09904620428170899,279.0,Waltham Forest,E09000031
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.04549123880077455,0.06974944658036296,0.02259046771366834,279.0,Waltham Forest,E09000031
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2848821456759524,0.17978430378180155,0.13103923280964333,280.0,Wandsworth,E09000032
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1784992844661507,0.10892749016108114,0.10827541852998687,280.0,Wandsworth,E09000032
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.10638286120980167,0.07085681362072042,0.022763814279656448,280.0,Wandsworth,E09000032
2026,2026/27,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2992471970110674,0.17968745810578976,0.13134164419276217,293.0,Westminster,E09000033
2026,2026/27,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17903208268251003,0.10901867741443647,0.10860288505447785,293.0,Westminster,E09000033
2026,2026/27,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.12021511432855736,0.07066878069135328,0.022738759138284333,293.0,Westminster,E09000033
2026,2026/27,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3057461030431966,0.1643847509404328,0.13518574455384183,8.0,Barking and Dagenham,E09000002
2026,2026/27,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19023113438458739,0.09609270897167504,0.11104952846299035,8.0,Barking and Dagenham,E09000002
2026,2026/27,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.11551496865860922,0.06829204196875775,0.024136216090851464,8.0,Barking and Dagenham,E09000002
2026,2026/27,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.30821347969613744,0.16413265079607228,0.13552318582725048,9.0,Barnet,E09000003
2026,2026/27,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19027163115457157,0.09584022546598156,0.11126754346120984,9.0,Barnet,E09000003
2026,2026/27,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.11794184854156586,0.06829242533009072,0.024255642366040615,9.0,Barnet,E09000003
2026,2026/27,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2638463551904282,0.16113531402472248,0.13441708871762711,17.0,Bexley,E09000004
2026,2026/27,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19231829838820524,0.09330038847954707,0.11028833883182873,17.0,Bexley,E09000004
2026,2026/27,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.07152805680222296,0.0678349255451754,0.02412874988579838,17.0,Bexley,E09000004
2026,2026/27,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.26114174879090557,0.16376399950376325,0.13511739039932236,30.0,Brent,E09000005
2026,2026/27,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19066497845174868,0.0958622105227111,0.11109717218912829,30.0,Brent,E09000005
2026,2026/27,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.07047677033915689,0.06790178898105213,0.024020218210194063,30.0,Brent,E09000005
2026,2026/27,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2878285206563853,0.16104355212216617,0.13501195207952787,35.0,Bromley,E09000006
2026,2026/27,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1939160305493517,0.0928707893483168,0.11079166809961444,35.0,Bromley,E09000006
2026,2026/27,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.09391249010703362,0.06817276277384937,0.024220283979913434,35.0,Bromley,E09000006
2026,2026/27,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.312077369734317,0.1874972000300476,0.14288520615046618,44.0,Camden,E09000007
2026,2026/27,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17063721417504008,0.11855908589878852,0.11840090489513198,44.0,Camden,E09000007
2026,2026/27,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.14144015555927691,0.06893811413125907,0.024484301255334216,44.0,Camden,E09000007
2026,2026/27,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2782240381203025,0.16366925382767217,0.13505409105588462,68.0,Croydon,E09000008
2026,2026/27,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.18961178886970775,0.09584415140417743,0.11091001411239365,68.0,Croydon,E09000008
2026,2026/27,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.08861224925059474,0.06782510242349472,0.024144076943490946,68.0,Croydon,E09000008
2026,2026/27,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3112308897407029,0.16229368020281393,0.13520313338446882,78.0,Ealing,E09000009
