serial,year,month,LA_2023,LondInOut,Reg9,MEMS7GR_ALL,wt_final,wt_time,survey_year,survey_wave,period_start,borough_id,borough_name,borough_code,inner_outer_code,inner_outer,activity_level_code,activity_level,respondent_id,any_recent_comparable_activity,any_indoor,any_outdoor,both,indoor_only,outdoor_only,neither_recorded,recent_activity_without_recorded_location,n_recent_activity_flags,n_indoor_flags,n_outdoor_flags
181290066414401.0,2018,38.0,35.0,2.0,3.0,2.0,2.754714165194904,5.736143373084514,2018,2018/19,2018-12-01,35,Bromley,E09000006,2,Outer London,2.0,Active,2018_181290066414401.0,1,1,0,0,1,0,0,0,3,2,0
181290066414651.0,2018,38.0,35.0,2.0,3.0,1.0,0.9965436143583754,1.908544713996776,2018,2018/19,2018-12-01,35,Bromley,E09000006,2,Outer London,1.0,Insufficiently Active,2018_181290066414651.0,0,0,0,0,0,0,1,0,0,0,0
181290066415231.0,2018,39.0,35.0,2.0,3.0,0.0,1.6866340605033732,1.973672307940808,2018,2018/19,2019-01-01,35,Bromley,E09000006,2,Outer London,0.0,Inactive,2018_181290066415231.0,0,0,0,0,0,0,1,0,0,0,0
181290066415721.0,2018,39.0,35.0,2.0,3.0,0.0,1.4433515478626502,1.8647004291008424,2018,2018/19,2019-01-01,35,Bromley,E09000006,2,Outer London,0.0,Inactive,2018_181290066415721.0,0,0,0,0,0,0,1,0,0,0,0
181290066416142.0,2018,39.0,35.0,2.0,3.0,2.0,2.319848914105565,2.758401985528391,2018,2018/19,2019-01-01,35,Bromley,E09000006,2,Outer London,2.0,Active,2018_181290066416142.0,1,0,0,0,0,0,1,1,1,0,0
181290066416221.0,2018,38.0,35.0,2.0,3.0,2.0,3.260868702023834,6.20933617526995,2018,2018/19,2018-12-01,35,Bromley,E09000006,2,Outer London,2.0,Active,2018_181290066416221.0,1,1,0,0,1,0,0,0,5,5,0
181290066417131.0,2018,39.0,35.0,2.0,3.0,2.0,3.913120275147677,4.535414617595444,2018,2018/19,2019-01-01,35,Bromley,E09000006,2,Outer London,2.0,Active,2018_181290066417131.0,1,0,0,0,0,0,1,1,2,0,0
181290066417621.0,2018,38.0,35.0,2.0,3.0,0.0,1.566261546903114,3.829980544446316,2018,2018/19,2018-12-01,35,Bromley,E09000006,2,Outer London,0.0,Inactive,2018_181290066417621.0,0,0,0,0,0,0,1,0,0,0,0
181290066417623.0,2018,39.0,35.0,2.0,3.0,0.0,1.7955215369356288,1.9351173839387763,2018,2018/19,2019-01-01,35,Bromley,E09000006,2,Outer London,0.0,Inactive,2018_181290066417623.0,0,0,0,0,0,0,1,0,0,0,0
181290066418041.0,2018,38.0,35.0,2.0,3.0,0.0,3.020900984439015,6.654234673365843,2018,2018/19,2018-12-01,35,Bromley,E09000006,2,Outer London,0.0,Inactive,2018_181290066418041.0,0,0,0,0,0,0,1,0,0,0,0
181290066418042.0,2018,39.0,35.0,2.0,3.0,0.0,2.382834814810328,2.898846553143848,2018,2018/19,2019-01-01,35,Bromley,E09000006,2,Outer London,0.0,Inactive,2018_181290066418042.0,0,0,0,0,0,0,1,0,0,0,0
181290066418121.0,2018,38.0,35.0,2.0,3.0,2.0,0.9563242043210132,1.3256535627341886,2018,2018/19,2018-12-01,35,Bromley,E09000006,2,Outer London,2.0,Active,2018_181290066418121.0,1,0,0,0,0,0,1,1,2,0,0
181290066418122.0,2018,38.0,35.0,2.0,3.0,0.0,1.1188344685424387,2.4892034971790427,2018,2018/19,2018-12-01,35,Bromley,E09000006,2,Outer London,0.0,Inactive,2018_181290066418122.0,0,0,0,0,0,0,1,0,0,0,0
181290066418611.0,2018,39.0,35.0,2.0,3.0,1.0,3.922950389222536,4.589398547907987,2018,2018/19,2019-01-01,35,Bromley,E09000006,2,Outer London,1.0,Insufficiently Active,2018_181290066418611.0,0,0,0,0,0,0,1,0,0,0,0
181290066419031.0,2018,39.0,35.0,2.0,3.0,2.0,1.1235281573264484,2.186494588555702,2018,2018/19,2019-01-01,35,Bromley,E09000006,2,Outer London,2.0,Active,2018_181290066419031.0,0,0,0,0,0,0,1,0,0,0,0
181290066419291.0,2018,38.0,35.0,2.0,3.0,2.0,1.3808190523366144,2.129584534968044,2018,2018/19,2018-12-01,35,Bromley,E09000006,2,Outer London,2.0,Active,2018_181290066419291.0,0,0,0,0,0,0,1,0,0,0,0
181290066419292.0,2018,38.0,35.0,2.0,3.0,2.0,2.2807457708171093,3.428359285313727,2018,2018/19,2018-12-01,35,Bromley,E09000006,2,Outer London,2.0,Active,2018_181290066419292.0,0,0,0,0,0,0,1,0,0,0,0
181290066419451.0,2018,39.0,35.0,2.0,3.0,0.0,0.997862779124718,1.2330534164274476,2018,2018/19,2019-01-01,35,Bromley,E09000006,2,Outer London,0.0,Inactive,2018_181290066419451.0,0,0,0,0,0,0,1,0,0,0,0
181290066419452.0,2018,39.0,35.0,2.0,3.0,2.0,1.286058569799296,1.467679222643243,2018,2018/19,2019-01-01,35,Bromley,E09000006,2,Outer London,2.0,Active,2018_181290066419452.0,1,0,0,0,0,0,1,1,4,0,0
181290066419862.0,2018,39.0,35.0,2.0,3.0,0.0,1.0110879259140273,1.0485686440665556,2018,2018/19,2019-01-01,35,Bromley,E09000006,2,Outer London,0.0,Inactive,2018_181290066419862.0,0,0,0,0,0,0,1,0,0,0,0
181290066421251.0,2018,38.0,35.0,2.0,3.0,2.0,1.2750990616491384,1.7675380133537324,2018,2018/19,2018-12-01,35,Bromley,E09000006,2,Outer London,2.0,Active,2018_181290066421251.0,1,0,0,0,0,0,1,1,3,0,0
181290066421331.0,2018,39.0,35.0,2.0,3.0,2.0,1.9288495108303376,2.0030039646168896,2018,2018/19,2019-01-01,35,Bromley,E09000006,2,Outer London,2.0,Active,2018_181290066421331.0,1,0,0,0,0,0,1,1,6,0,0
181290066421332.0,2018,39.0,35.0,2.0,3.0,2.0,1.4966092766002486,1.6828002956630317,2018,2018/19,2019-01-01,35,Bromley,E09000006,2,Outer London,2.0,Active,2018_181290066421332.0,0,0,0,0,0,0,1,0,0,0,0
181290066421661.0,2018,38.0,35.0,2.0,3.0,0.0,0.5618858917222452,0.8953791676754724,2018,2018/19,2018-12-01,35,Bromley,E09000006,2,Outer London,0.0,Inactive,2018_181290066421661.0,0,0,0,0,0,0,1,0,0,0,0
181290066422321.0,2018,39.0,35.0,2.0,3.0,0.0,2.6087467873199133,3.023609875017288,2018,2018/19,2019-01-01,35,Bromley,E09000006,2,Outer London,0.0,Inactive,2018_181290066422321.0,0,0,0,0,0,0,1,0,0,0,0
181290066423311.0,2018,38.0,35.0,2.0,3.0,2.0,1.2749414170733642,1.49584665270352,2018,2018/19,2018-12-01,35,Bromley,E09000006,2,Outer London,2.0,Active,2018_181290066423311.0,1,0,0,0,0,0,1,1,2,0,0
181290066423312.0,2018,39.0,35.0,2.0,3.0,2.0,3.7096747381042334,6.798209774516737,2018,2018/19,2019-01-01,35,Bromley,E09000006,2,Outer London,2.0,Active,2018_181290066423312.0,1,0,0,0,0,0,1,1,4,0,0
181290066424061.0,2018,38.0,35.0,2.0,3.0,1.0,4.102099633733942,7.779318649500131,2018,2018/19,2018-12-01,35,Bromley,E09000006,2,Outer London,1.0,Insufficiently Active,2018_181290066424061.0,1,0,0,0,0,0,1,1,1,0,0
181290066424711.0,2018,38.0,35.0,2.0,3.0,2.0,2.11644531857236,3.4654697077966032,2018,2018/19,2018-12-01,35,Bromley,E09000006,2,Outer London,2.0,Active,2018_181290066424711.0,1,1,0,0,1,0,0,0,2,1,0
181290066424712.0,2018,39.0,35.0,2.0,3.0,0.0,2.382834814810328,2.898846553143848,2018,2018/19,2019-01-01,35,Bromley,E09000006,2,Outer London,0.0,Inactive,2018_181290066424712.0,1,0,0,0,0,0,1,1,3,0,0
181290066424971.0,2018,39.0,35.0,2.0,3.0,1.0,1.0112129487044612,1.152490717372244,2018,2018/19,2019-01-01,35,Bromley,E09000006,2,Outer London,1.0,Insufficiently Active,2018_181290066424971.0,0,0,0,0,0,0,1,0,0,0,0
181290076425611.0,2018,38.0,44.0,1.0,3.0,0.0,7.7079913149544925,9.30772492324237,2018,2018/19,2018-12-01,44,Camden,E09000007,1,Inner London,0.0,Inactive,2018_181290076425611.0,0,0,0,0,0,0,1,0,0,0,0
181290076426451.0,2018,38.0,44.0,1.0,3.0,1.0,1.1679569142389843,1.5494642650056218,2018,2018/19,2018-12-01,44,Camden,E09000007,1,Inner London,1.0,Insufficiently Active,2018_181290076426451.0,1,0,0,0,0,0,1,1,1,0,0
181290076426861.0,2018,38.0,44.0,1.0,3.0,2.0,1.10668037163284,1.098303032228754,2018,2018/19,2018-12-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076426861.0,1,1,0,0,1,0,0,0,2,2,0
181290076426862.0,2018,38.0,44.0,1.0,3.0,2.0,1.5635407001087025,1.4824068166917033,2018,2018/19,2018-12-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076426862.0,0,0,0,0,0,0,1,0,0,0,0
181290076427511.0,2018,39.0,44.0,1.0,3.0,2.0,2.618791525875122,2.3761952120700505,2018,2018/19,2019-01-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076427511.0,1,0,0,0,0,0,1,1,3,0,0
181290076427932.0,2018,38.0,44.0,1.0,3.0,2.0,1.157755909208298,1.7533829436261517,2018,2018/19,2018-12-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076427932.0,1,0,0,0,0,0,1,1,3,0,0
181290076428841.0,2018,38.0,44.0,1.0,3.0,2.0,2.21336074326568,2.1966060644575083,2018,2018/19,2018-12-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076428841.0,1,0,0,0,0,0,1,1,16,0,0
181290076429261.0,2018,38.0,44.0,1.0,3.0,2.0,0.7857175079617096,0.9723871533793624,2018,2018/19,2018-12-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076429261.0,0,0,0,0,0,0,1,0,0,0,0
181290076429262.0,2018,38.0,44.0,1.0,3.0,0.0,1.1248272120756218,1.5157900243227105,2018,2018/19,2018-12-01,44,Camden,E09000007,1,Inner London,0.0,Inactive,2018_181290076429262.0,0,0,0,0,0,0,1,0,0,0,0
181290076430311.0,2018,39.0,44.0,1.0,3.0,2.0,0.4940339308774727,0.4185883437511571,2018,2018/19,2019-01-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076430311.0,1,0,0,0,0,0,1,1,7,0,0
181290076430312.0,2018,39.0,44.0,1.0,3.0,2.0,1.1241236082177162,0.9132723694838002,2018,2018/19,2019-01-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076430312.0,1,0,0,0,0,0,1,1,5,0,0
181290076430801.0,2018,38.0,44.0,1.0,3.0,2.0,2.0275665090779804,1.7923632271386476,2018,2018/19,2018-12-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076430801.0,1,0,1,0,0,1,0,0,1,0,1
181290076431141.0,2018,38.0,44.0,1.0,3.0,1.0,1.3489368942354154,1.6869646941111165,2018,2018/19,2018-12-01,44,Camden,E09000007,1,Inner London,1.0,Insufficiently Active,2018_181290076431141.0,1,1,0,0,1,0,0,0,2,1,0
181290076431481.0,2018,39.0,44.0,1.0,3.0,2.0,2.0469488564232203,1.3664951234244285,2018,2018/19,2019-01-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076431481.0,0,0,0,0,0,0,1,0,0,0,0
181290076431711.0,2018,39.0,44.0,1.0,3.0,2.0,2.1522341219629992,1.6495708482444074,2018,2018/19,2019-01-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076431711.0,1,0,0,0,0,0,1,1,4,0,0
181290076431891.0,2018,39.0,44.0,1.0,3.0,2.0,0.8418211308167695,0.5743450218548581,2018,2018/19,2019-01-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076431891.0,1,1,1,1,0,0,0,0,3,1,1
181290076431893.0,2018,39.0,44.0,1.0,3.0,2.0,4.3055630987717946,5.2112612765705535,2018,2018/19,2019-01-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076431893.0,1,0,0,0,0,0,1,1,3,0,0
181290076432541.0,2018,39.0,44.0,1.0,3.0,2.0,2.06121099689572,1.4486224708930997,2018,2018/19,2019-01-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076432541.0,1,0,0,0,0,0,1,1,2,0,0
181290076433951.0,2018,39.0,44.0,1.0,3.0,2.0,3.819525123038517,3.144777526127343,2018,2018/19,2019-01-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076433951.0,0,0,0,0,0,0,1,0,0,0,0
181290076434371.0,2018,39.0,44.0,1.0,3.0,0.0,2.6759619312419907,1.94365109104739,2018,2018/19,2019-01-01,44,Camden,E09000007,1,Inner London,0.0,Inactive,2018_181290076434371.0,0,0,0,0,0,0,1,0,0,0,0
181290076434451.0,2018,39.0,44.0,1.0,3.0,2.0,0.6243445277015134,0.5120939440201977,2018,2018/19,2019-01-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076434451.0,1,0,0,0,0,0,1,1,1,0,0
181290076434861.0,2018,39.0,44.0,1.0,3.0,0.0,8.090387988948784,6.150117019657385,2018,2018/19,2019-01-01,44,Camden,E09000007,1,Inner London,0.0,Inactive,2018_181290076434861.0,0,0,0,0,0,0,1,0,0,0,0
181290076435361.0,2018,39.0,44.0,1.0,3.0,0.0,0.3404356760210173,0.2917948899812155,2018,2018/19,2019-01-01,44,Camden,E09000007,1,Inner London,0.0,Inactive,2018_181290076435361.0,0,0,0,0,0,0,1,0,0,0,0
181290076435441.0,2018,38.0,44.0,1.0,3.0,1.0,0.6263244623376273,0.6285624916901492,2018,2018/19,2018-12-01,44,Camden,E09000007,1,Inner London,1.0,Insufficiently Active,2018_181290076435441.0,1,0,0,0,0,0,1,1,2,0,0
181290076435852.0,2018,39.0,44.0,1.0,3.0,1.0,1.633324915626991,1.1997903248048278,2018,2018/19,2019-01-01,44,Camden,E09000007,1,Inner London,1.0,Insufficiently Active,2018_181290076435852.0,1,0,0,0,0,0,1,1,1,0,0
181290076435931.0,2018,39.0,44.0,1.0,3.0,2.0,2.675630916524927,1.768388762480809,2018,2018/19,2019-01-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076435931.0,0,0,0,0,0,0,1,0,0,0,0
181290076436761.0,2018,38.0,44.0,1.0,3.0,2.0,0.7914311926889493,0.8876227323390554,2018,2018/19,2018-12-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076436761.0,0,0,0,0,0,0,1,0,0,0,0
181290076437421.0,2018,39.0,44.0,1.0,3.0,2.0,0.9209870825934356,0.6899350104760332,2018,2018/19,2019-01-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076437421.0,1,0,0,0,0,0,1,1,4,0,0
181290076437751.0,2018,38.0,44.0,1.0,3.0,1.0,1.566347227564402,1.5234448518311634,2018,2018/19,2018-12-01,44,Camden,E09000007,1,Inner London,1.0,Insufficiently Active,2018_181290076437751.0,1,0,0,0,0,0,1,1,2,0,0
181290076438091.0,2018,38.0,44.0,1.0,3.0,2.0,1.466560888990974,2.247983472495537,2018,2018/19,2018-12-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076438091.0,1,1,0,0,1,0,0,0,2,2,0
181290076438251.0,2018,39.0,44.0,1.0,3.0,2.0,1.7460767652887264,1.7411307635865942,2018,2018/19,2019-01-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076438251.0,1,0,0,0,0,0,1,1,4,0,0
181290076438411.0,2018,38.0,44.0,1.0,3.0,2.0,1.747419080707195,1.7141307880066117,2018,2018/19,2018-12-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076438411.0,0,0,0,0,0,0,1,0,0,0,0
181290076439991.0,2018,38.0,44.0,1.0,3.0,2.0,0.7536241455512039,0.7984134839623223,2018,2018/19,2018-12-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076439991.0,1,0,0,0,0,0,1,1,2,0,0
181290076439992.0,2018,38.0,44.0,1.0,3.0,2.0,0.5126751849827778,0.5328660663709954,2018,2018/19,2018-12-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076439992.0,0,0,0,0,0,0,1,0,0,0,0
181290076440051.0,2018,39.0,44.0,1.0,3.0,2.0,2.2479693699241263,1.661842154793491,2018,2018/19,2019-01-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076440051.0,0,0,0,0,0,0,1,0,0,0,0
181290076440541.0,2018,39.0,44.0,1.0,3.0,2.0,0.9571585488246124,0.7470798443367119,2018,2018/19,2019-01-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076440541.0,0,0,0,0,0,0,1,0,0,0,0
181290076441381.0,2018,38.0,44.0,1.0,3.0,0.0,1.4663796167403536,1.9024417558555813,2018,2018/19,2018-12-01,44,Camden,E09000007,1,Inner London,0.0,Inactive,2018_181290076441381.0,0,0,0,0,0,0,1,0,0,0,0
181290076441871.0,2018,38.0,44.0,1.0,3.0,1.0,0.7602811232574902,1.0949892552625111,2018,2018/19,2018-12-01,44,Camden,E09000007,1,Inner London,1.0,Insufficiently Active,2018_181290076441871.0,1,0,0,0,0,0,1,1,1,0,0
181290076442031.0,2018,39.0,44.0,1.0,3.0,2.0,1.1239846849620632,0.8309210773967455,2018,2018/19,2019-01-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076442031.0,1,0,0,0,0,0,1,1,1,0,0
181290076442032.0,2018,39.0,44.0,1.0,3.0,2.0,1.0557257884472426,0.7371703661057204,2018,2018/19,2019-01-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076442032.0,1,0,0,0,0,0,1,1,7,0,0
181290076442111.0,2018,38.0,44.0,1.0,3.0,2.0,1.10668037163284,1.098303032228754,2018,2018/19,2018-12-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076442111.0,1,0,0,0,0,0,1,1,6,0,0
181290076442112.0,2018,39.0,44.0,1.0,3.0,2.0,1.2332938889884786,1.057290559265356,2018,2018/19,2019-01-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076442112.0,1,1,1,1,0,0,0,0,3,1,2
181290076442291.0,2018,38.0,44.0,1.0,3.0,0.0,0.7914311926889493,0.8876227323390554,2018,2018/19,2018-12-01,44,Camden,E09000007,1,Inner London,0.0,Inactive,2018_181290076442291.0,0,0,0,0,0,0,1,0,0,0,0
181290076442371.0,2018,38.0,44.0,1.0,3.0,2.0,5.653291760912717,7.558967666670674,2018,2018/19,2018-12-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076442371.0,1,0,0,0,0,0,1,1,3,0,0
181290076442451.0,2018,39.0,44.0,1.0,3.0,2.0,0.799753636250263,0.6688312715149036,2018,2018/19,2019-01-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076442451.0,0,0,0,0,0,0,1,0,0,0,0
181290076442452.0,2018,39.0,44.0,1.0,3.0,2.0,0.6891670482147001,0.4944848118981947,2018,2018/19,2019-01-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076442452.0,0,0,0,0,0,0,1,0,0,0,0
181290076442781.0,2018,39.0,44.0,1.0,3.0,0.0,1.1566550291698672,0.9202444440354488,2018,2018/19,2019-01-01,44,Camden,E09000007,1,Inner London,0.0,Inactive,2018_181290076442781.0,0,0,0,0,0,0,1,0,0,0,0
181290076443101.0,2018,38.0,44.0,1.0,3.0,2.0,3.082985926482408,3.686684572379557,2018,2018/19,2018-12-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076443101.0,1,0,0,0,0,0,1,1,2,0,0
181290076443102.0,2018,39.0,44.0,1.0,3.0,1.0,3.229172324078845,3.9084456985999294,2018,2018/19,2019-01-01,44,Camden,E09000007,1,Inner London,1.0,Insufficiently Active,2018_181290076443102.0,0,0,0,0,0,0,1,0,0,0,0
181290076445261.0,2018,38.0,44.0,1.0,3.0,2.0,7.7079913149544925,13.961588442589298,2018,2018/19,2018-12-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076445261.0,1,0,0,0,0,0,1,1,1,0,0
181290076445262.0,2018,43.0,44.0,1.0,3.0,1.0,6.514321861363484,6.506468458056276,2018,2018/19,2019-05-01,44,Camden,E09000007,1,Inner London,1.0,Insufficiently Active,2018_181290076445262.0,0,0,0,0,0,0,1,0,0,0,0
181290076445831.0,2018,38.0,44.0,1.0,3.0,1.0,0.6373040722792053,0.5692083935929447,2018,2018/19,2018-12-01,44,Camden,E09000007,1,Inner London,1.0,Insufficiently Active,2018_181290076445831.0,0,0,0,0,0,0,1,0,0,0,0
181290076445911.0,2018,39.0,44.0,1.0,3.0,2.0,0.5230124047904,0.4412404090587509,2018,2018/19,2019-01-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076445911.0,1,1,0,0,1,0,0,0,5,5,0
181290076445912.0,2018,39.0,44.0,1.0,3.0,0.0,2.6967959963162618,2.0500390065524616,2018,2018/19,2019-01-01,44,Camden,E09000007,1,Inner London,0.0,Inactive,2018_181290076445912.0,0,0,0,0,0,0,1,0,0,0,0
181290076446821.0,2018,38.0,44.0,1.0,3.0,2.0,0.54279067032968,0.6926342947616957,2018,2018/19,2018-12-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076446821.0,1,0,0,0,0,0,1,1,1,0,0
181290076447571.0,2018,39.0,44.0,1.0,3.0,1.0,4.653868144857475,3.766671499515199,2018,2018/19,2019-01-01,44,Camden,E09000007,1,Inner London,1.0,Insufficiently Active,2018_181290076447571.0,1,0,1,0,0,1,0,0,1,0,1
181290076447731.0,2018,39.0,44.0,1.0,3.0,2.0,2.884054038203709,2.77127014800754,2018,2018/19,2019-01-01,44,Camden,E09000007,1,Inner London,2.0,Active,2018_181290076447731.0,1,0,0,0,0,0,1,1,4,0,0
181290086448551.0,2018,39.0,68.0,2.0,3.0,2.0,1.2069233493064593,1.6386497783150833,2018,2018/19,2019-01-01,68,Croydon,E09000008,2,Outer London,2.0,Active,2018_181290086448551.0,1,0,0,0,0,0,1,1,4,0,0
181290086448552.0,2018,39.0,68.0,2.0,3.0,2.0,0.4546026267218657,0.5379160890237618,2018,2018/19,2019-01-01,68,Croydon,E09000008,2,Outer London,2.0,Active,2018_181290086448552.0,1,0,0,0,0,0,1,1,1,0,0
181290086448711.0,2018,38.0,68.0,2.0,3.0,1.0,11.485381368504983,12.276125642271555,2018,2018/19,2018-12-01,68,Croydon,E09000008,2,Outer London,1.0,Insufficiently Active,2018_181290086448711.0,0,0,0,0,0,0,1,0,0,0,0
181290086448712.0,2018,38.0,68.0,2.0,3.0,0.0,16.635660887280505,13.068836574630108,2018,2018/19,2018-12-01,68,Croydon,E09000008,2,Outer London,0.0,Inactive,2018_181290086448712.0,0,0,0,0,0,0,1,0,0,0,0
181290086448891.0,2018,39.0,68.0,2.0,3.0,2.0,5.5626051713815965,6.111686550820398,2018,2018/19,2019-01-01,68,Croydon,E09000008,2,Outer London,2.0,Active,2018_181290086448891.0,1,0,0,0,0,0,1,1,5,0,0
181290086451751.0,2018,39.0,68.0,2.0,3.0,0.0,1.4460736510914494,1.9004374754613649,2018,2018/19,2019-01-01,68,Croydon,E09000008,2,Outer London,0.0,Inactive,2018_181290086451751.0,0,0,0,0,0,0,1,0,0,0,0
181290086452821.0,2018,38.0,68.0,2.0,3.0,2.0,3.266614915135956,2.7841047133274874,2018,2018/19,2018-12-01,68,Croydon,E09000008,2,Outer London,2.0,Active,2018_181290086452821.0,0,0,0,0,0,0,1,0,0,0,0
181290086453571.0,2018,38.0,68.0,2.0,3.0,2.0,1.3972318882097274,1.3790850005256656,2018,2018/19,2018-12-01,68,Croydon,E09000008,2,Outer London,2.0,Active,2018_181290086453571.0,1,0,0,0,0,0,1,1,1,0,0
181290086453651.0,2018,38.0,68.0,2.0,3.0,1.0,0.6409569498417443,0.646836556961133,2018,2018/19,2018-12-01,68,Croydon,E09000008,2,Outer London,1.0,Insufficiently Active,2018_181290086453651.0,0,0,0,0,0,0,1,0,0,0,0
181290086453652.0,2018,38.0,68.0,2.0,3.0,2.0,2.618414219530246,1.697732625076319,2018,2018/19,2018-12-01,68,Croydon,E09000008,2,Outer London,2.0,Active,2018_181290086453652.0,1,0,1,0,0,1,0,0,1,0,1
181290086454151.0,2018,39.0,68.0,2.0,3.0,2.0,0.5059533376125107,0.5627457034810721,2018,2018/19,2019-01-01,68,Croydon,E09000008,2,Outer London,2.0,Active,2018_181290086454151.0,0,0,0,0,0,0,1,0,0,0,0
181290086454642.0,2018,40.0,68.0,2.0,3.0,0.0,3.5330817857477865,4.759112756963759,2018,2018/19,2019-02-01,68,Croydon,E09000008,2,Outer London,0.0,Inactive,2018_181290086454642.0,0,0,0,0,0,0,1,0,0,0,0
181290086455481.0,2018,38.0,68.0,2.0,3.0,0.0,1.8332976109666157,2.3093399710046967,2018,2018/19,2018-12-01,68,Croydon,E09000008,2,Outer London,0.0,Inactive,2018_181290086455481.0,0,0,0,0,0,0,1,0,0,0,0
181290086455482.0,2018,38.0,68.0,2.0,3.0,2.0,1.633509333644452,1.644891650701182,2018,2018/19,2018-12-01,68,Croydon,E09000008,2,Outer London,2.0,Active,2018_181290086455482.0,0,0,0,0,0,0,1,0,0,0,0
181290086455551.0,2018,38.0,68.0,2.0,3.0,0.0,1.267452371634218,1.0878587321685904,2018,2018/19,2018-12-01,68,Croydon,E09000008,2,Outer London,0.0,Inactive,2018_181290086455551.0,0,0,0,0,0,0,1,0,0,0,0
181290086455552.0,2018,38.0,68.0,2.0,3.0,1.0,1.633509333644452,1.644891650701182,2018,2018/19,2018-12-01,68,Croydon,E09000008,2,Outer London,1.0,Insufficiently Active,2018_181290086455552.0,0,0,0,0,0,0,1,0,0,0,0
181290086456132.0,2018,39.0,68.0,2.0,3.0,2.0,0.9008695462901816,1.2401898253268897,2018,2018/19,2019-01-01,68,Croydon,E09000008,2,Outer London,2.0,Active,2018_181290086456132.0,1,0,0,0,0,0,1,1,3,0,0
181290086457531.0,2018,38.0,68.0,2.0,3.0,2.0,1.4790704154525265,1.0257388930780291,2018,2018/19,2018-12-01,68,Croydon,E09000008,2,Outer London,2.0,Active,2018_181290086457531.0,1,0,0,0,0,0,1,1,1,0,0
181290086457532.0,2018,38.0,68.0,2.0,3.0,2.0,1.78373219873794,1.501718302910015,2018,2018/19,2018-12-01,68,Croydon,E09000008,2,Outer London,2.0,Active,2018_181290086457532.0,1,0,1,0,0,1,0,0,1,0,1
181290086457611.0,2018,38.0,68.0,2.0,3.0,0.0,3.233115880597514,3.5053486154933733,2018,2018/19,2018-12-01,68,Croydon,E09000008,2,Outer London,0.0,Inactive,2018_181290086457611.0,0,0,0,0,0,0,1,0,0,0,0
181290086458111.0,2018,39.0,68.0,2.0,3.0,2.0,0.9996210828619804,1.1433675904210798,2018,2018/19,2019-01-01,68,Croydon,E09000008,2,Outer London,2.0,Active,2018_181290086458111.0,1,0,0,0,0,0,1,1,3,0,0
181290086458112.0,2018,39.0,68.0,2.0,3.0,2.0,1.2883248151170734,1.3609278204405808,2018,2018/19,2019-01-01,68,Croydon,E09000008,2,Outer London,2.0,Active,2018_181290086458112.0,1,0,0,0,0,0,1,1,3,0,0
181290086458601.0,2018,39.0,68.0,2.0,3.0,2.0,0.706682689923894,0.8033642431799061,2018,2018/19,2019-01-01,68,Croydon,E09000008,2,Outer London,2.0,Active,2018_181290086458601.0,1,0,0,0,0,0,1,1,2,0,0
181290086458782.0,2018,39.0,68.0,2.0,3.0,1.0,1.4460736510914494,1.9004374754613649,2018,2018/19,2019-01-01,68,Croydon,E09000008,2,Outer London,1.0,Insufficiently Active,2018_181290086458782.0,0,0,0,0,0,0,1,0,0,0,0
