series_id,year,LA_2023,age_group_code,age_group,frequent_volunteer_rate,not_frequent_volunteer_rate,n_parent_cell,weighted_n_parent_cell,sum_weight_squared,effective_n_parent_cell,n_frequent_volunteer,weighted_n_frequent_volunteer,n_not_frequent_volunteer,weighted_n_not_frequent_volunteer,small_cell,few_frequent_cases,zero_frequent_cases,cell_observed,rate_available,observed_years_in_series,series_coverage_rate,series_has_history,series_complete_history
borough_17__age_4,3,17,4,35-44,0.08134269134443911,0.918657308655561,61,115.65910158806143,423.2984987333,31.601878627464103,5,9.408022601652808,56,106.25107898640863,False,False,False,True,True,6,1.0,True,True
borough_17__age_4,4,17,4,35-44,0.13158624834007382,0.8684137516599261,70,123.06638914211068,451.89298599793335,33.51531580653186,7,16.19384444396994,63,106.87254469814073,False,False,False,True,True,6,1.0,True,True
borough_17__age_4,5,17,4,35-44,0.11910994388604466,0.8808900561139553,80,108.78569040812877,211.8296115795023,55.86719604181339,10,12.957457480116846,70,95.82823292801193,False,False,False,True,True,6,1.0,True,True
borough_17__age_4,6,17,4,35-44,0.07626661072099672,0.9237333892790033,74,95.63950913527742,186.51822055177362,49.040333328173794,7,7.294101212767412,67,88.34540792251,False,False,False,True,True,6,1.0,True,True
borough_17__age_4,7,17,4,35-44,0.15064229676056232,0.8493577032394377,84,111.67007783145341,218.33790415985067,57.114252932249045,13,16.822237003960897,71,94.84784082749252,False,False,False,True,True,6,1.0,True,True
borough_17__age_4,8,17,4,35-44,0.1261271779449969,0.873872822055003,88,109.34414847704225,238.88874138974745,50.04900078845906,10,13.79126887220807,78,95.55287960483417,False,False,False,True,True,6,1.0,True,True
borough_17__age_5,3,17,5,45-54,0.16807266029244383,0.8319273397075562,60,90.68957870085906,224.1379934951703,36.69435759946933,7,15.242438753054333,53,75.44713994780473,False,False,False,True,True,6,1.0,True,True
borough_17__age_5,4,17,5,45-54,0.11050261750070973,0.8894973824992901,56,95.40118398148329,265.5590542917422,34.27254976992829,6,10.542080542620685,50,84.85910343886259,False,False,False,True,True,6,1.0,True,True
borough_17__age_5,5,17,5,45-54,0.1073992858402759,0.8926007141597241,67,124.03478719871815,335.04210165136647,45.91849310759166,11,13.321247564492925,56,110.71353963422523,False,False,False,True,True,6,1.0,True,True
borough_17__age_5,6,17,5,45-54,0.10640269279990507,0.893597307200095,68,98.79961317068634,214.3341120118196,45.54274385469244,7,10.512544888949993,61,88.28706828173635,False,False,False,True,True,6,1.0,True,True
borough_17__age_5,7,17,5,45-54,0.09263648859869604,0.907363511401304,68,109.02565783416279,272.707919358837,43.58727129787242,6,10.099754108919756,62,98.92590372524303,False,False,False,True,True,6,1.0,True,True
borough_17__age_5,8,17,5,45-54,0.06627607213547004,0.9337239278645301,64,84.23456472014007,178.7464499931944,39.6956800756693,4,5.582736087691923,60,78.65182863244816,False,True,False,True,True,6,1.0,True,True
borough_17__age_6,3,17,6,55-64,0.11931243044729391,0.880687569552706,57,79.68021835346867,200.04731681795184,31.737177473038248,6,9.506840510323423,51,70.17337784314525,False,False,False,True,True,6,1.0,True,True
borough_17__age_6,4,17,6,55-64,0.052935037862233913,0.947064962137766,58,87.1809166657254,251.70321066208032,30.196326104397972,7,4.614925124564434,51,82.56599154116097,False,False,False,True,True,6,1.0,True,True
borough_17__age_6,5,17,6,55-64,0.16481041975000102,0.8351895802499991,52,71.70406589836523,185.2916182033515,27.74800671617269,10,11.817577198491307,42,59.88648869987393,False,False,False,True,True,6,1.0,True,True
borough_17__age_6,6,17,6,55-64,0.08845664666121833,0.9115433533387817,60,73.7120815251792,138.68114209113392,39.179594866647946,4,6.520323550135696,56,67.1917579750435,False,True,False,True,True,6,1.0,True,True
borough_17__age_6,7,17,6,55-64,0.210531756775166,0.789468243224834,66,102.84057411526302,258.0484556862351,40.98526246255332,9,21.651206736252988,57,81.18936737901004,False,False,False,True,True,6,1.0,True,True
borough_17__age_6,8,17,6,55-64,0.14677055962472563,0.8532294403752744,55,62.52731782712287,117.48228708433173,33.27876543506156,8,9.177169429319907,47,53.35014839780296,False,False,False,True,True,6,1.0,True,True
borough_17__age_7,3,17,7,65-74,0.10333241106193368,0.8966675889380664,46,41.22389744877339,50.47077034401967,33.67116668288282,6,4.2597647167516515,40,36.964132732021746,False,False,False,True,True,6,1.0,True,True
borough_17__age_7,4,17,7,65-74,0.0705263745954895,0.9294736254045105,61,51.677660583332816,70.57165313519097,37.842114853824356,3,3.6446380485186927,58,48.03302253481412,False,True,False,True,True,6,1.0,True,True
borough_17__age_7,5,17,7,65-74,0.10102983229748265,0.8989701677025174,37,49.76030137348392,104.62068215390985,23.66728587314425,3,5.027274902835276,34,44.733026470648646,False,True,False,True,True,6,1.0,True,True
borough_17__age_7,6,17,7,65-74,0.05592433732957403,0.9440756626704261,38,51.04618727083232,91.39593073397229,28.510166852760413,2,2.8547241963226346,36,48.19146307450969,False,True,False,True,True,6,1.0,True,True
borough_17__age_7,7,17,7,65-74,0.10571455682127771,0.8942854431787223,32,39.97867633108728,61.44980759973785,26.009756964522317,3,4.226328050642197,29,35.752348280445084,False,True,False,True,True,6,1.0,True,True
borough_17__age_7,8,17,7,65-74,0.16608976634755113,0.8339102336524489,60,67.26465748764555,134.18046083192277,33.71976902507285,11,11.171971245571104,49,56.09268624207444,False,False,False,True,True,6,1.0,True,True
borough_17__age_8,3,17,8,75-84,0.1612412054765625,0.8387587945234376,26,33.98660813064667,68.75117624172643,16.80101483885729,1,5.48004166504501,25,28.506566465601665,True,True,False,True,True,6,1.0,True,True
borough_17__age_8,4,17,8,75-84,0.03453049163703676,0.9654695083629632,17,19.409687304776657,31.924601183211884,11.800803997743326,1,0.6702260451550889,16,18.739461259621567,True,True,False,True,True,6,1.0,True,True
